title,parsed_rate,obj
Understanding and Improving Transformer From a Multi-Particle Dynamic System Point of View | OpenReview,8.5,"{""strengths"": [""Novel interpretation of Transformer as a numerical ODE solver"", ""Improvement of Transformer architecture through Strang-Marchuk splitting scheme"", ""Macaron Net's superior performance on both supervised and unsupervised learning tasks""], ""weaknesses"": [""Limited evaluation on specific datasets"", ""No comparison to state-of-the-art methods"", ""Lack of clear theoretical justification for Macaron Net's design""], ""rate"": 8.5}"
Support-guided Adversarial Imitation Learning | OpenReview,8.0,"{""strengths"": [""Novel approach to AIL"", ""Addressing implicit reward bias"", ""Efficient and stable training""], ""weaknesses"": [""Limited evaluation on diverse datasets"", ""No explicit comparison to state-of-the-art"", ""Potential for overfitting to specific tasks""], ""rate"": 8.0}"
SesameBERT: Attention for Anywhere | OpenReview,7.3,"{""strengths"": [""clear contribution"", ""clear contribution"", ""clear contribution""], ""weaknesses"": [""limited evaluation"", ""limited evaluation"", ""limited evaluation""], ""rate"": 7.3}"
"Fast Linear Interpolation for Piecewise-Linear Functions, GAMs, and Deep Lattice Networks | OpenReview",8.5,"{""strengths"": [""Novel compiler-based solution"", ""Significant speedup over C++ interpreter"", ""Fast linear interpolation operators""], ""weaknesses"": [""Limited evaluation on multiple datasets"", ""No comparison to other interpolation methods"", ""No discussion of potential limitations""], ""rate"": 8.5}"
Online Meta-Critic Learning for Off-Policy Actor-Critic Methods | OpenReview,7.5,"{""strengths"": [""Novel approach"", ""Flexibility in meta-learning"", ""Improved evaluation results""], ""weaknesses"": [""Limited evaluation dataset"", ""Potential overfitting"", ""Dependence on Off-PAC methods""], ""rate"": 7.5}"
Why Learning of Large-Scale Neural Networks Behaves Like Convex Optimization | OpenReview,4.1,"{""strengths"": [""clear contribution"", ""clear contribution"", ""clear contribution""], ""weaknesses"": [""limited evaluation"", ""limited evaluation"", ""limited evaluation""], ""rate"": 4.1}"
Graph Neural Networks For Multi-Image Matching | OpenReview,6.0,"{""strengths"": [""novel approach to multi-image matching"", ""use of graph neural networks"", ""unsupervised learning""], ""weaknesses"": [""limited evaluation"", ""potential over-reliance on cycle consistency"", ""limited benchmarking on diverse datasets""], ""rate"": 6.0}"
"Unifying Question Answering, Text Classification, and Regression via Span Extraction | OpenReview",8.0,"{""strengths"": [""Novel approach to unifying QA, classification, and regression"", ""Span extraction is a promising method"", ""Improved performance across multiple benchmarks""], ""weaknesses"": [""Limited evaluation on low-data datasets"", ""No clear explanation of span extraction mechanism"", ""Potential overfitting issues""], ""rate"": 8.0}"
Disentangling Improves VAEs* Robustness to Adversarial Attacks | OpenReview,8.5,"{""strengths"": [""Novel approach to VAE robustness"", ""Improved robustness to adversarial attacks"", ""Strong empirical evidence across datasets""], ""weaknesses"": [""Limited evaluation on new datasets"", ""Potential for overfitting"", ""Assumes existing disentanglement methods are robust""], ""rate"": 8.5}"
Hyperbolic Discounting and Learning Over Multiple Horizons | OpenReview,8.0,"{""strengths"": [""Novel approach to hyperbolic discounting"", ""Improved evaluation of multiple time-horizons"", ""Strong empirical evidence for auxiliary task""], ""weaknesses"": [""Limited evaluation of dataset hits"", ""No clear comparison to state-of-the-art methods"", ""Insufficient discussion of potential limitations""], ""rate"": 8.0}"
EDUCE: Explaining model Decision through Unsupervised Concepts Extraction | OpenReview,6.0,"{""strengths"": [""Novel approach to concept extraction"", ""Differentiable excerpts"", ""Automatic concept definition""], ""weaknesses"": [""Limited evaluation on benchmark datasets"", ""No comparison to state-of-the-art"", ""Insufficient explanation of concept semantics""], ""rate"": 6.0}"
Pushing the bounds of dropout | OpenReview,8.5,"{""strengths"": [""Novel theoretical framework"", ""Improved model performance"", ""Strong empirical evidence""], ""weaknesses"": [""Assumes specific model family"", ""Limited generalizability"", ""Dependent on dataset specifics""], ""rate"": 8.5}"
TinyBERT: Distilling BERT for Natural Language Understanding | OpenReview,8.0,"{""strengths"": [""novel approach to transformer distillation"", ""empirical evidence on BERT distillation"", ""improved inference efficiency""], ""weaknesses"": [""limited generalizability"", ""potential overfitting concerns"", ""inference speed may not generalize well to all cases""], ""rate"": 8.0}"
A shallow feature extraction network with a large receptive field for stereo matching tasks | OpenReview,7.7,"{""strengths"": [""clear contribution"", ""clear contribution"", ""clear contribution""], ""weaknesses"": [""limited evaluation"", ""limited evaluation"", ""limited evaluation""], ""rate"": 7.7}"
Stagnant zone segmentation with U-net | OpenReview,8.0,"{""strengths"": [""Novel application of U-net for stagnant zone segmentation"", ""Effective for investigating granular flow phenomena"", ""High accuracy of 97%""], ""weaknesses"": [""Limited dataset size (0 hits)"", ""limited evaluation"", ""limited evaluation""], ""rate"": 8.0}"
Training Provably Robust Models by Polyhedral Envelope Regularization | OpenReview,8.0,"{""strengths"": [""Novel approach to bounding model output"", ""Improved robustness guarantees"", ""Flexibility with general activation functions""], ""weaknesses"": [""Limited applicability to non-linear activation functions"", ""Potential for over-regularization"", ""Insufficient evaluation of model interpretability""], ""rate"": 8.0}"
Accelerating Reinforcement Learning Through GPU Atari Emulation | OpenReview,8.0,"{""strengths"": [""Novel approach to leveraging GPU parallelization"", ""Effective batching of training data"", ""High throughput of up to 155M frames per hour""], ""weaknesses"": [""Limited evaluation on benchmark datasets"", ""No comparison to CPU-based emulators"", ""No discussion of potential overfitting""], ""rate"": 8.0}"
Optimal Attacks on Reinforcement Learning Policies | OpenReview,8.0,"{""strengths"": [""Novel approach to optimal attacks"", ""Connection to MDP and POMDP"", ""Empirical demonstration of effectiveness""], ""weaknesses"": [""Limited applicability to non-white box attacks"", ""Assumes knowledge of system dynamics and rewards"", ""Lack of direct comparison to existing attacks on classification problems""], ""rate"": 8.0}"
Parallel Scheduled Sampling | OpenReview,8.5,"{""strengths"": [""Novel approach to parallelizing Scheduled Sampling"", ""Improved performance on multiple datasets"", ""Strong empirical evidence for results""], ""weaknesses"": [""Limited discussion of hyperparameter effects"", ""No comparison to baseline methods"", ""Small sample size in dataset hits""], ""rate"": 8.5}"
Boosting Network: Learn by Growing Filters and Layers via SplitLBI | OpenReview,8.0,"{""strengths"": [""Novel approach to growing networks"", ""Effective use of sparse regularization"", ""Validation on multiple architectures""], ""weaknesses"": [""Limited applicability to other domains"", ""Insufficient exploration of edge cases"", ""Dependence on specific datasets""], ""rate"": 8.0}"
Localizing and Amortizing: Efficient Inference for Gaussian Processes | OpenReview,8.0,"{""strengths"": [""Novel approach to GP inference"", ""Amortized inference"", ""Decomposition of subtasks""], ""weaknesses"": [""Limited evaluation on benchmark tasks"", ""No explicit handling of data ordering"", ""Lack of comparison to baseline methods""], ""rate"": 8.0}"
Multi-Agent Hierarchical Reinforcement Learning for Humanoid Navigation | OpenReview,6.8,"{""strengths"": [""Novel approach to multi-agent HRL"", ""Clear methodology"", ""Decent evaluation results""], ""weaknesses"": [""Limited dataset size"", ""Insufficient benchmarking"", ""Lack of human-robot interaction""], ""rate"": 6.8}"
PROTOTYPE-ASSISTED ADVERSARIAL LEARNING FOR UNSUPERVISED DOMAIN ADAPTATION | OpenReview,8.5,"{""strengths"": [""novel approach to class mismatch problem"", ""use of class prototypes for domain adaptation"", ""effective evaluation on multiple datasets""], ""weaknesses"": [""limited evaluation on some datasets"", ""potential for overfitting"", ""no clear comparison to baseline methods""], ""rate"": 8.5}"
Variational Hashing-based Collaborative Filtering with Self-Masking | OpenReview,8.2,"{""strengths"": [""clear contribution"", ""clear contribution"", ""clear contribution""], ""weaknesses"": [""limited evaluation"", ""limited evaluation"", ""limited evaluation""], ""rate"": 8.2}"
X-Forest: Approximate Random Projection Trees for Similarity Measurement | OpenReview,9.6,"{""strengths"": [""clear contribution"", ""clear contribution"", ""clear contribution""], ""weaknesses"": [""limited evaluation"", ""limited evaluation"", ""limited evaluation""], ""rate"": 9.6}"
TSInsight: A local-global attribution framework for interpretability in time-series data | OpenReview,8.0,"{""strengths"": [""Novel approach to time-series interpretability"", ""Effective in generating instance-based and model-based explanations"", ""Robustness to adversarial attacks""], ""weaknesses"": [""Limited evaluation on benchmark datasets"", ""No comparison to state-of-the-art methods"", ""Potential for overfitting to specific datasets""], ""rate"": 8.0}"
Adversarial Inductive Transfer Learning with input and output space adaptation | OpenReview,9.3,"{""strengths"": [""clear contribution"", ""clear contribution"", ""clear contribution""], ""weaknesses"": [""limited evaluation"", ""limited evaluation"", ""limited evaluation""], ""rate"": 9.3}"
Improving the Generalization of Visual Navigation Policies using Invariance Regularization | OpenReview,8.0,"{""strengths"": [""Novel approach combining RL with supervised learning"", ""Effective method for addressing overfitting in visual navigation tasks"", ""Promotes invariance to environmental variations""], ""weaknesses"": [""Limited applicability to other types of tasks"", ""May require significant computational resources"", ""Could be difficult to implement for complex environments""], ""rate"": 8.0}"
Learning to Defense by Learning to Attack | OpenReview,8.0,"{""strengths"": [""clear contribution"", ""clear contribution"", ""clear contribution""], ""weaknesses"": [""limited evaluation"", ""limited evaluation"", ""limited evaluation""], ""rate"": 8.0}"
"Farkas layers: don*t shift the data, fix the geometry | OpenReview",8.0,"{""strengths"": [""Novel approach to training neural networks"", ""Geometrically motivated method"", ""Empirical evidence on benchmark datasets""], ""weaknesses"": [""Limited applicability to other network architectures"", ""Potential for overfitting"", ""Assumes specific activation function (ReLU)""], ""rate"": 8.0}"
AutoLR: A Method for Automatic Tuning of Learning Rate | OpenReview,8.5,"{""strengths"": [""Novel approach"", ""Extensive evaluation across multiple datasets and models"", ""State-of-the-art results""], ""weaknesses"": [""Limited explanation of underlying mechanisms"", ""Dependence on specific optimizers"", ""No discussion of potential biases""], ""rate"": 8.5}"
Stochastically Controlled Compositional Gradient for the Composition problem | OpenReview,8.5,"{""strengths"": [""Novel approach to composition problems"", ""Effective variance reduction techniques"", ""Strong empirical evidence across datasets""], ""weaknesses"": [""Limited applicability to non-convex settings"", ""Potential for over-optimization"", ""Dependence on dataset size for query complexity""], ""rate"": 8.5}"
Towards More Realistic Neural Network Uncertainties | OpenReview,6.0,"{""strengths"": [""Novel approach to uncertainty estimation"", ""Improved uncertainty realism"", ""Variational U-Net architecture transfer""], ""weaknesses"": [""Limited evaluation on dataset hits"", ""No explicit error analysis"", ""Lack of direct comparison to other methods""], ""rate"": 6.0}"
Realism Index: Interpolation in Generative Models With Arbitrary Prior | OpenReview,8.0,"{""strengths"": [""Novel approach to realism index"", ""Geodesic search for interpolation"", ""Improved results over classical methods""], ""weaknesses"": [""Assumes availability of prior density"", ""Limited applicability to non-convex priors"", ""Dependence on FID score approach""], ""rate"": 8.0}"
